!CSV A.01.01
!Agilent Technologies,N5230C,MY49001079,A.09.31.02
!Agilent N5230C: A.09.31.02
!Date: Friday, November 15, 2019 16:14:21
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11(DB),S11(DEG)
58075000,-1.4329685,-47.591961
58104687.5,-1.4024265,-47.466324
58134375,-1.4406843,-47.61961
58164062.5,-1.3985629,-47.605824
58193750,-1.4308382,-47.720642
58223437.5,-1.4161743,-47.788483
58253125,-1.4488944,-47.791779
58282812.5,-1.4526473,-47.955284
58312500,-1.4644086,-47.80341
58342187.5,-1.4491856,-47.856789
58371875,-1.4578227,-47.861416
58401562.5,-1.4318887,-47.933193
58431250,-1.4449722,-48.069099
58460937.5,-1.4742095,-48.013065
58490625,-1.4576021,-48.0611
58520312.5,-1.4538193,-48.101265
58550000,-1.4556175,-48.061672
58579687.5,-1.4596932,-48.246063
58609375,-1.4900926,-48.102703
58639062.5,-1.4788705,-48.269005
58668750,-1.4602188,-48.251724
58698437.5,-1.4697373,-48.128902
58728125,-1.4908626,-48.159611
58757812.5,-1.4585491,-48.274025
58787500,-1.4874828,-48.172989
58817187.5,-1.4843687,-48.504353
58846875,-1.4834601,-48.274059
58876562.5,-1.4712367,-48.356869
58906250,-1.4788773,-48.396088
58935937.5,-1.4899408,-48.43277
58965625,-1.5083077,-48.444424
58995312.5,-1.5020163,-48.445641
59025000,-1.5075437,-48.543659
59054687.5,-1.4955096,-48.361061
59084375,-1.5147179,-48.617058
59114062.5,-1.4783994,-48.473469
59143750,-1.50766,-48.650669
59173437.5,-1.4898986,-48.400009
59203125,-1.5330461,-48.74099
59232812.5,-1.5278357,-48.619297
59262500,-1.5114385,-48.59407
59292187.5,-1.5242627,-48.763432
59321875,-1.5235486,-48.802055
59351562.5,-1.5285287,-48.65369
59381250,-1.5244529,-48.630871
59410937.5,-1.5214454,-48.624878
59440625,-1.547627,-48.831463
59470312.5,-1.5256939,-48.768917
59500000,-1.537717,-48.741703
59529687.5,-1.5542459,-48.677624
59559375,-1.5521603,-48.851658
59589062.5,-1.552682,-48.840199
59618750,-1.5537927,-48.815815
59648437.5,-1.5610584,-48.707867
59678125,-1.5670949,-48.870396
59707812.5,-1.5693753,-48.794785
59737500,-1.5771558,-48.917088
59767187.5,-1.5804684,-48.943119
59796875,-1.587641,-48.989891
59826562.5,-1.5914639,-49.064552
59856250,-1.5884089,-48.935986
59885937.5,-1.5948209,-48.914364
59915625,-1.5653737,-48.93119
59945312.5,-1.6006707,-48.873039
59975000,-1.6008055,-48.995274
60004687.5,-1.5801378,-49.019875
60034375,-1.6163576,-49.012115
60064062.5,-1.6084574,-49.025597
60093750,-1.6069407,-49.092033
60123437.5,-1.6162497,-49.160744
60153125,-1.6013963,-49.00626
60182812.5,-1.6138647,-49.057343
60212500,-1.6071597,-49.098721
60242187.5,-1.6206412,-48.879616
60271875,-1.6333869,-48.963615
60301562.5,-1.6286534,-49.144196
60331250,-1.6281149,-48.974731
60360937.5,-1.6250813,-49.121319
60390625,-1.6215528,-49.205265
60420312.5,-1.6340482,-49.182285
60450000,-1.6080259,-48.919483
60479687.5,-1.6291672,-48.901775
60509375,-1.6280262,-49.071732
60539062.5,-1.6601013,-49.130764
60568750,-1.628191,-49.050335
60598437.5,-1.6493067,-49.025768
60628125,-1.658024,-49.198479
60657812.5,-1.629595,-49.046223
60687500,-1.6728368,-49.051571
60717187.5,-1.6520923,-48.810131
60746875,-1.6636058,-48.907288
60776562.5,-1.6471013,-49.064335
60806250,-1.6603986,-48.971386
60835937.5,-1.6546054,-49.081161
60865625,-1.6736468,-48.911896
60895312.5,-1.6777048,-48.873936
60925000,-1.6714039,-49.037617
60954687.5,-1.6514179,-49.189545
60984375,-1.6503301,-48.966255
61014062.5,-1.6502173,-49.093578
61043750,-1.6458679,-48.990662
61073437.5,-1.6627759,-48.847984
61103125,-1.6600684,-48.955196
61132812.5,-1.661323,-49.030788
61162500,-1.6820552,-48.966938
61192187.5,-1.6668204,-48.870781
61221875,-1.6454157,-48.954853
61251562.5,-1.661177,-48.92485
61281250,-1.666477,-48.917801
61310937.5,-1.6560882,-48.840755
61340625,-1.646237,-48.818348
61370312.5,-1.6565858,-49.138916
61400000,-1.6694926,-48.859566
61429687.5,-1.6688761,-48.870922
61459375,-1.6502454,-48.955345
61489062.5,-1.6306534,-48.90163
61518750,-1.6419964,-48.942501
61548437.5,-1.6624516,-48.847065
61578125,-1.6287912,-48.720364
61607812.5,-1.6562047,-48.842308
61637500,-1.6246715,-48.953819
61667187.5,-1.6273668,-48.932724
61696875,-1.6192161,-48.910938
61726562.5,-1.6370918,-48.992252
61756250,-1.6230048,-49.085762
61785937.5,-1.6152121,-48.863968
61815625,-1.6238576,-48.977119
61845312.5,-1.6203641,-48.972561
61875000,-1.6490675,-48.959946
61904687.5,-1.602433,-48.764801
61934375,-1.6110229,-49.000877
61964062.5,-1.6220548,-49.059666
61993750,-1.6158899,-48.924061
62023437.5,-1.6265712,-48.789616
62053125,-1.6098506,-49.005409
62082812.5,-1.6229694,-49.030231
62112500,-1.6075286,-48.90485
62142187.5,-1.5858043,-49.110992
62171875,-1.6387755,-49.115406
62201562.5,-1.6183553,-49.0746
62231250,-1.6068395,-49.066357
62260937.5,-1.6163148,-49.084961
62290625,-1.6042348,-48.990162
62320312.5,-1.6123385,-49.082886
62350000,-1.5979474,-48.936707
62379687.5,-1.6014662,-48.95779
62409375,-1.599701,-49.163109
62439062.5,-1.6097622,-49.002758
62468750,-1.603676,-48.970165
62498437.5,-1.6222836,-49.095314
62528125,-1.5856478,-49.124493
62557812.5,-1.5846224,-48.93029
62587500,-1.6041908,-49.235893
62617187.5,-1.5674566,-48.939297
62646875,-1.5841171,-49.227997
62676562.5,-1.5795656,-49.204147
62706250,-1.5693403,-49.005878
62735937.5,-1.5792606,-48.872871
62765625,-1.5862784,-49.03014
62795312.5,-1.576171,-49.045002
62825000,-1.5691992,-49.080845
62854687.5,-1.5759404,-49.106033
62884375,-1.5723999,-49.114491
62914062.5,-1.5361669,-49.058479
62943750,-1.5466893,-49.04921
62973437.5,-1.5670575,-49.063927
63003125,-1.55958,-49.181274
63032812.5,-1.5684803,-49.098213
63062500,-1.5432404,-49.139587
63092187.5,-1.5380596,-49.154293
63121875,-1.5389137,-49.140057
63151562.5,-1.544659,-49.143162
63181250,-1.5289801,-49.151028
63210937.5,-1.5247432,-49.160431
63240625,-1.503778,-49.143692
63270312.5,-1.5470203,-49.269932
63300000,-1.5140443,-49.368961
63329687.5,-1.5148062,-49.100239
63359375,-1.5054148,-49.145237
63389062.5,-1.5233681,-49.255165
63418750,-1.5198951,-49.194267
63448437.5,-1.518334,-49.242027
63478125,-1.5008363,-49.367649
63507812.5,-1.5010332,-49.340103
63537500,-1.5105799,-49.366474
63567187.5,-1.4893537,-49.393108
63596875,-1.4892383,-49.240353
63626562.5,-1.492879,-49.232719
63656250,-1.4773617,-49.431908
63685937.5,-1.4835539,-49.315136
63715625,-1.4942023,-49.422337
63745312.5,-1.4743992,-49.453423
63775000,-1.4592459,-49.560177
63804687.5,-1.4842122,-49.486488
63834375,-1.4783973,-49.506233
63864062.5,-1.4569402,-49.371372
63893750,-1.4586216,-49.62426
63923437.5,-1.4326162,-49.463707
63953125,-1.4355363,-49.674454
63982812.5,-1.4523412,-49.528839
64012500,-1.4367732,-49.689415
64042187.5,-1.4481679,-49.626354
64071875,-1.4238003,-49.495232
64101562.5,-1.4404169,-49.522739
64131250,-1.4405215,-49.501896
64160937.5,-1.3977315,-49.712952
64190625,-1.4259683,-49.657143
64220312.5,-1.3933825,-49.693085
64250000,-1.390518,-49.842361
64279687.5,-1.3987312,-49.777321
64309375,-1.3817539,-49.895332
64339062.5,-1.3919414,-49.786606
64368750,-1.4055209,-49.925629
64398437.5,-1.3789492,-49.785347
64428125,-1.3936541,-49.810886
64457812.5,-1.384837,-49.902969
64487500,-1.3640661,-49.861736
64517187.5,-1.3833612,-49.912563
64546875,-1.3755141,-49.928108
64576562.5,-1.3642663,-50.148979
64606250,-1.3414294,-50.091923
64635937.5,-1.3613353,-49.997578
64665625,-1.3519564,-50.107903
64695312.5,-1.3678142,-50.087803
64725000,-1.3502756,-50.067978
64754687.5,-1.3639135,-50.187527
64784375,-1.3231628,-50.275772
64814062.5,-1.3253373,-50.162342
64843750,-1.3372437,-50.167282
64873437.5,-1.3330362,-50.284611
64903125,-1.3413657,-50.2999
64932812.5,-1.3444822,-50.319904
64962500,-1.3306178,-50.457535
64992187.5,-1.3186918,-50.40287
65021875,-1.3215797,-50.59164
65051562.5,-1.3255818,-50.383675
65081250,-1.3013693,-50.560127
65110937.5,-1.3158045,-50.58247
65140625,-1.3155458,-50.628563
65170312.5,-1.3053949,-50.733051
65200000,-1.3122182,-50.649509
65229687.5,-1.2887573,-50.644894
65259375,-1.2808218,-50.664795
65289062.5,-1.2991122,-50.764534
65318750,-1.2985258,-50.73838
65348437.5,-1.3266374,-50.96302
65378125,-1.2773685,-50.963627
65407812.5,-1.2968193,-50.919113
65437500,-1.2771198,-50.939198
65467187.5,-1.2684258,-51.021099
65496875,-1.2917275,-51.052048
65526562.5,-1.2804626,-51.16259
65556250,-1.264048,-51.177029
65585937.5,-1.2700132,-51.01577
65615625,-1.249885,-51.298939
65645312.5,-1.2500463,-51.212791
65675000,-1.2654788,-51.397968
65704687.5,-1.2389753,-51.375198
65734375,-1.2731224,-51.353905
65764062.5,-1.2523544,-51.42392
65793750,-1.2813344,-51.395855
65823437.5,-1.2330536,-51.55479
65853125,-1.2188411,-51.531853
65882812.5,-1.2446781,-51.432484
65912500,-1.2252883,-51.660137
65942187.5,-1.2232572,-51.571537
65971875,-1.2259847,-51.676594
66001562.5,-1.254153,-51.768856
66031250,-1.2351918,-51.696438
66060937.5,-1.2316751,-51.757126
66090625,-1.2357618,-51.839008
66120312.5,-1.2095097,-51.925396
66150000,-1.217882,-51.906883
66179687.5,-1.2100551,-52.017479
66209375,-1.1931711,-52.056606
66239062.5,-1.2381293,-52.049969
66268750,-1.2465327,-52.173031
66298437.5,-1.2146252,-52.070221
66328125,-1.2003309,-52.310349
66357812.5,-1.2332109,-52.298576
66387500,-1.2277296,-52.358017
66417187.5,-1.2044493,-52.23151
66446875,-1.2403761,-52.377644
66476562.5,-1.2060641,-52.65081
66506250,-1.1794629,-52.464096
66535937.5,-1.1999282,-52.564747
66565625,-1.2311039,-52.5797
66595312.5,-1.203903,-52.545712
66625000,-1.1965158,-52.598118
66654687.5,-1.2072289,-52.691509
66684375,-1.2271787,-52.779545
66714062.5,-1.2014925,-52.754154
66743750,-1.2050039,-52.720478
66773437.5,-1.178744,-53.077839
66803125,-1.1788663,-52.997135
66832812.5,-1.2087886,-53.049187
66862500,-1.2072619,-53.112179
66892187.5,-1.1906602,-52.98278
66921875,-1.199361,-53.207546
66951562.5,-1.1856397,-53.079971
66981250,-1.1942738,-53.138222
67010937.5,-1.1932087,-53.284069
67040625,-1.1947919,-53.402977
67070312.5,-1.1987317,-53.417061
67100000,-1.2003331,-53.206436
67129687.5,-1.1739922,-53.325699
67159375,-1.2149689,-53.82235
67189062.5,-1.1813928,-53.407021
67218750,-1.2074367,-53.741531
67248437.5,-1.2096057,-53.550217
67278125,-1.1938418,-53.666061
67307812.5,-1.1882839,-53.834064
67337500,-1.190493,-53.954399
67367187.5,-1.187861,-53.794224
67396875,-1.175476,-54.083138
67426562.5,-1.1856565,-54.06422
67456250,-1.1740481,-53.967831
67485937.5,-1.1871762,-54.053669
67515625,-1.2153592,-54.03651
67545312.5,-1.2069387,-54.104877
67575000,-1.1587646,-54.243542
67604687.5,-1.1841975,-54.299332
67634375,-1.1848912,-54.3498
67664062.5,-1.197994,-54.254032
67693750,-1.195326,-54.455986
67723437.5,-1.1723521,-54.406563
67753125,-1.1885123,-54.541798
67782812.5,-1.1574585,-54.542114
67812500,-1.1916555,-54.423546
67842187.5,-1.1777838,-54.559734
67871875,-1.1978949,-54.687366
67901562.5,-1.1773391,-54.791275
67931250,-1.1826478,-54.779961
67960937.5,-1.2030452,-54.783691
67990625,-1.1797165,-54.895729
68020312.5,-1.2030216,-54.959167
68050000,-1.1884865,-55.068058
68079687.5,-1.1936841,-55.013203
68109375,-1.1971924,-55.079391
68139062.5,-1.193826,-54.963238
68168750,-1.1791195,-55.12233
68198437.5,-1.178427,-55.091648
68228125,-1.17226,-55.188889
68257812.5,-1.2018214,-55.204262
68287500,-1.1945858,-55.344707
68317187.5,-1.1904708,-55.381481
68346875,-1.2024254,-55.446693
68376562.5,-1.1945698,-55.313347
68406250,-1.2156574,-55.418941
68435937.5,-1.2056149,-55.564278
68465625,-1.1932443,-55.502563
68495312.5,-1.1898243,-55.608616
68525000,-1.1878793,-55.644379
68554687.5,-1.2103031,-55.735188
68584375,-1.2027981,-55.788445
68614062.5,-1.2096773,-55.892612
68643750,-1.215392,-55.86441
68673437.5,-1.2253067,-55.879208
68703125,-1.2024236,-55.97966
68732812.5,-1.1965413,-56.063431
68762500,-1.2258115,-56.136852
68792187.5,-1.2059869,-56.227741
68821875,-1.2237538,-56.331841
68851562.5,-1.1980906,-56.191456
68881250,-1.2336127,-56.2598
68910937.5,-1.2140815,-56.283958
68940625,-1.2051486,-56.348064
68970312.5,-1.2270983,-56.442989
69000000,-1.2522378,-56.40062
69029687.5,-1.2289788,-56.38541
69059375,-1.2421651,-56.608654
69089062.5,-1.2592481,-56.674091
69118750,-1.2447333,-56.622364
69148437.5,-1.2192855,-56.696453
69178125,-1.2366894,-56.808933
69207812.5,-1.2525821,-56.812103
69237500,-1.2504245,-56.747723
69267187.5,-1.2485323,-56.880501
69296875,-1.2494353,-56.839474
69326562.5,-1.2459131,-57.021126
69356250,-1.2544034,-56.856071
69385937.5,-1.2512236,-56.873871
69415625,-1.2583153,-56.966179
69445312.5,-1.2541864,-57.082111
69475000,-1.2404675,-57.091415
69504687.5,-1.2317849,-57.205677
69534375,-1.2603812,-57.108849
69564062.5,-1.2588501,-57.16774
69593750,-1.2856395,-57.294601
69623437.5,-1.2676431,-57.23177
69653125,-1.2630776,-57.451187
69682812.5,-1.2948083,-57.373646
69712500,-1.272693,-57.542877
69742187.5,-1.2829156,-57.500912
69771875,-1.293449,-57.482143
69801562.5,-1.2799214,-57.575565
69831250,-1.2737368,-57.551052
69860937.5,-1.2713078,-57.622864
69890625,-1.3094156,-57.669739
69920312.5,-1.2945118,-57.681892
69950000,-1.3082929,-57.698959
69979687.5,-1.2987492,-57.903244
70009375,-1.3054453,-57.806465
70039062.5,-1.2989794,-57.905724
70068750,-1.3020743,-57.969093
70098437.5,-1.3277487,-57.913406
70128125,-1.3292006,-57.936771
70157812.5,-1.302583,-58.084297
70187500,-1.3011724,-58.009617
70217187.5,-1.3198977,-58.133408
70246875,-1.3121634,-58.114986
70276562.5,-1.3077747,-58.15633
70306250,-1.3196186,-58.186787
70335937.5,-1.3343816,-58.133026
70365625,-1.3382212,-58.075645
70395312.5,-1.3475617,-58.154907
70425000,-1.3444631,-58.464138
70454687.5,-1.3111501,-58.355011
70484375,-1.3274704,-58.377213
70514062.5,-1.3294463,-58.445835
70543750,-1.3395756,-58.428658
70573437.5,-1.3504844,-58.541641
70603125,-1.3154297,-58.377277
70632812.5,-1.3379296,-58.589451
70662500,-1.3411499,-58.439072
70692187.5,-1.3490776,-58.471794
70721875,-1.3603482,-58.710709
70751562.5,-1.3604383,-58.654476
70781250,-1.3667351,-58.536579
70810937.5,-1.3552207,-58.677692
70840625,-1.3439852,-58.677624
70870312.5,-1.3632118,-58.646736
70900000,-1.3361759,-58.804554
70929687.5,-1.3836862,-58.793163
70959375,-1.393066,-58.90765
70989062.5,-1.3593733,-58.668049
71018750,-1.3733797,-58.809048
71048437.5,-1.3941525,-58.822811
71078125,-1.3818176,-58.719669
71107812.5,-1.3870752,-58.847816
71137500,-1.3974434,-58.9006
71167187.5,-1.3698826,-58.957775
71196875,-1.3806759,-58.842045
71226562.5,-1.3814876,-58.841679
71256250,-1.3929161,-59.00938
71285937.5,-1.3799653,-59.166588
71315625,-1.372265,-59.07938
71345312.5,-1.3916088,-58.883839
71375000,-1.4013145,-59.07098
71404687.5,-1.3966823,-59.364479
71434375,-1.420702,-59.124401
71464062.5,-1.4095762,-59.266468
71493750,-1.4120184,-59.252949
71523437.5,-1.4398152,-59.276535
71553125,-1.4240239,-59.307034
71582812.5,-1.3829775,-59.284683
71612500,-1.4062065,-59.237396
71642187.5,-1.4028568,-59.352261
71671875,-1.4109194,-59.558929
71701562.5,-1.4267612,-59.287155
71731250,-1.4263611,-59.434959
71760937.5,-1.4128872,-59.371208
71790625,-1.4147538,-59.262451
71820312.5,-1.3894112,-59.542099
71850000,-1.4234483,-59.44067
71879687.5,-1.4042583,-59.178715
71909375,-1.4300551,-59.444645
71939062.5,-1.426692,-59.440506
71968750,-1.4153723,-59.452637
71998437.5,-1.4063534,-59.370121
72028125,-1.4406879,-59.545433
72057812.5,-1.4485877,-59.430111
72087500,-1.4411012,-59.424496
72117187.5,-1.4286977,-59.564106
72146875,-1.4276912,-59.588161
72176562.5,-1.4409766,-59.663048
72206250,-1.428233,-59.685009
72235937.5,-1.4356841,-59.762455
72265625,-1.4421759,-59.743359
72295312.5,-1.4269665,-59.723045
72325000,-1.4377801,-59.775173
72354687.5,-1.424944,-59.711166
72384375,-1.4191364,-59.886219
72414062.5,-1.4380144,-59.925362
72443750,-1.4168729,-59.734035
72473437.5,-1.4405998,-59.748249
72503125,-1.4204767,-59.825531
72532812.5,-1.4297117,-59.907623
72562500,-1.4412565,-59.88055
72592187.5,-1.4032727,-59.733917
72621875,-1.4333403,-59.893764
72651562.5,-1.4144847,-59.789558
72681250,-1.409196,-59.977386
72710937.5,-1.4213716,-59.857075
72740625,-1.4015251,-59.90382
72770312.5,-1.405014,-60.072742
