!CSV A.01.01
!Agilent Technologies,N5230C,MY49001079,A.09.31.02
!Agilent N5230C: A.09.31.02
!Date: Friday, November 15, 2019 16:13:31
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11(DB),S11(DEG)
51721875,-1.5901698,-44.07621
51751562.5,-1.5998265,-44.007374
51781250,-1.6155065,-44.007942
51810937.5,-1.6038289,-44.109661
51840625,-1.6204679,-44.025482
51870312.5,-1.6410681,-44.121582
51900000,-1.5958782,-44.018932
51929687.5,-1.6154467,-43.793331
51959375,-1.6239018,-43.919044
51989062.5,-1.6101123,-43.927258
52018750,-1.628229,-43.944561
52048437.5,-1.6180075,-43.837372
52078125,-1.6118249,-43.976604
52107812.5,-1.6228998,-43.968765
52137500,-1.6227065,-43.942875
52167187.5,-1.6235617,-43.878975
52196875,-1.6312438,-43.654873
52226562.5,-1.6122178,-43.723938
52256250,-1.6147543,-43.739025
52285937.5,-1.6355058,-43.69376
52315625,-1.6428071,-43.67371
52345312.5,-1.6158069,-43.777382
52375000,-1.6253244,-43.573818
52404687.5,-1.6091462,-43.646374
52434375,-1.6186897,-43.763187
52464062.5,-1.6407553,-43.735352
52493750,-1.6229316,-43.527706
52523437.5,-1.6403991,-43.580616
52553125,-1.6123536,-43.632935
52582812.5,-1.601938,-43.589478
52612500,-1.6126631,-43.393696
52642187.5,-1.6268455,-43.572956
52671875,-1.6137592,-43.709011
52701562.5,-1.6041895,-43.567265
52731250,-1.6175188,-43.464676
52760937.5,-1.6108375,-43.565956
52790625,-1.6162015,-43.364384
52820312.5,-1.6209997,-43.44207
52850000,-1.6052576,-43.559368
52879687.5,-1.5925245,-43.407764
52909375,-1.6083224,-43.687813
52939062.5,-1.6101141,-43.558651
52968750,-1.6016828,-43.480606
52998437.5,-1.5996221,-43.665504
53028125,-1.5923852,-43.502586
53057812.5,-1.5864091,-43.369907
53087500,-1.5934093,-43.408703
53117187.5,-1.6143239,-43.510483
53146875,-1.5928862,-43.330032
53176562.5,-1.5879501,-43.413204
53206250,-1.5764016,-43.439568
53235937.5,-1.5894017,-43.456329
53265625,-1.5891252,-43.349991
53295312.5,-1.5783167,-43.402267
53325000,-1.558512,-43.419559
53354687.5,-1.5621189,-43.478794
53384375,-1.5798761,-43.305592
53414062.5,-1.5550565,-43.435535
53443750,-1.5894704,-43.253792
53473437.5,-1.5547392,-43.5154
53503125,-1.5578212,-43.474953
53532812.5,-1.5514278,-43.541958
53562500,-1.5565294,-43.464085
53592187.5,-1.5702263,-43.315853
53621875,-1.5567247,-43.557083
53651562.5,-1.5637672,-43.369823
53681250,-1.5538915,-43.418823
53710937.5,-1.5387563,-43.354408
53740625,-1.5504313,-43.44252
53770312.5,-1.5230703,-43.40588
53800000,-1.5364864,-43.630676
53829687.5,-1.5260216,-43.403645
53859375,-1.51763,-43.424828
53889062.5,-1.5263209,-43.578758
53918750,-1.5241584,-43.560596
53948437.5,-1.5163072,-43.486275
53978125,-1.5297941,-43.530399
54007812.5,-1.5379425,-43.594658
54037500,-1.5140228,-43.788277
54067187.5,-1.4933006,-43.636551
54096875,-1.5174407,-43.727192
54126562.5,-1.512755,-43.560226
54156250,-1.5090599,-43.698788
54185937.5,-1.5003437,-43.674492
54215625,-1.4958153,-43.737686
54245312.5,-1.4893578,-43.712849
54275000,-1.5169986,-43.601765
54304687.5,-1.5011741,-43.579254
54334375,-1.4831814,-43.696571
54364062.5,-1.4889628,-43.659
54393750,-1.4810998,-43.777275
54423437.5,-1.4928595,-43.800793
54453125,-1.4792155,-43.775269
54482812.5,-1.4691006,-43.815037
54512500,-1.4629763,-43.693707
54542187.5,-1.4704685,-43.864948
54571875,-1.5028803,-43.689919
54601562.5,-1.470078,-43.681713
54631250,-1.4563994,-43.974766
54660937.5,-1.4430952,-43.881695
54690625,-1.4412205,-44.032074
54720312.5,-1.429764,-43.849018
54750000,-1.4742367,-44.004803
54779687.5,-1.4553008,-44.030128
54809375,-1.4405782,-44.13921
54839062.5,-1.4416103,-44.203289
54868750,-1.4343723,-44.101009
54898437.5,-1.4478333,-44.205681
54928125,-1.439823,-44.046055
54957812.5,-1.4430337,-44.246689
54987500,-1.4525987,-44.276218
55017187.5,-1.4318094,-44.419727
55046875,-1.4413993,-44.186802
55076562.5,-1.4373852,-44.452572
55106250,-1.4438221,-44.206741
55135937.5,-1.4136603,-44.214859
55165625,-1.4230231,-44.281723
55195312.5,-1.4359767,-44.426983
55225000,-1.3962187,-44.303497
55254687.5,-1.4090832,-44.548717
55284375,-1.4122765,-44.633873
55314062.5,-1.4281285,-44.488388
55343750,-1.4152194,-44.437595
55373437.5,-1.405919,-44.710705
55403125,-1.4224422,-44.677212
55432812.5,-1.4158471,-44.560295
55462500,-1.4104117,-44.511337
55492187.5,-1.4124898,-44.819134
55521875,-1.4146664,-44.627235
55551562.5,-1.4095619,-44.749947
55581250,-1.3948374,-44.693157
55610937.5,-1.3988711,-44.894688
55640625,-1.3921603,-44.835304
55670312.5,-1.4197347,-44.816406
55700000,-1.4109564,-44.956486
55729687.5,-1.417254,-44.941128
55759375,-1.3854595,-45.07645
55789062.5,-1.3871186,-44.970741
55818750,-1.4025367,-45.059875
55848437.5,-1.3814037,-44.977146
55878125,-1.3947679,-44.953716
55907812.5,-1.3917588,-45.124897
55937500,-1.3794184,-45.190578
55967187.5,-1.3855006,-45.25563
55996875,-1.4014045,-45.203316
56026562.5,-1.3775548,-45.256218
56056250,-1.3883983,-45.193989
56085937.5,-1.3854592,-45.363342
56115625,-1.4101931,-45.346748
56145312.5,-1.3884666,-45.522892
56175000,-1.3790627,-45.552402
56204687.5,-1.3644129,-45.446442
56234375,-1.3932996,-45.555714
56264062.5,-1.3562388,-45.630054
56293750,-1.3813366,-45.537338
56323437.5,-1.3950514,-45.525524
56353125,-1.3886908,-45.722805
56382812.5,-1.3663833,-45.649635
56412500,-1.3951628,-45.770466
56442187.5,-1.3928033,-45.617386
56471875,-1.3971683,-45.797749
56501562.5,-1.3761617,-45.721188
56531250,-1.3899006,-45.851715
56560937.5,-1.3748094,-45.912968
56590625,-1.3652152,-45.991299
56620312.5,-1.3846016,-45.758572
56650000,-1.3958563,-45.943195
56679687.5,-1.3742415,-46.016151
56709375,-1.424789,-46.054813
56739062.5,-1.3736354,-46.114449
56768750,-1.3747411,-46.145588
56798437.5,-1.3779414,-46.176277
56828125,-1.3955142,-46.09478
56857812.5,-1.3790421,-46.080402
56887500,-1.3717072,-46.250568
56917187.5,-1.3845779,-46.24218
56946875,-1.3727963,-46.294044
56976562.5,-1.3710996,-46.244476
57006250,-1.3771193,-46.434818
57035937.5,-1.363627,-46.440655
57065625,-1.3833467,-46.454933
57095312.5,-1.3927577,-46.436893
57125000,-1.3719848,-46.549908
57154687.5,-1.3878684,-46.611126
57184375,-1.3831999,-46.672783
57214062.5,-1.402069,-46.700386
57243750,-1.3937314,-46.637913
57273437.5,-1.3899091,-46.727024
57303125,-1.4049281,-46.811584
57332812.5,-1.406743,-46.849472
57362500,-1.4108107,-46.746552
57392187.5,-1.4009187,-46.812752
57421875,-1.4019616,-46.856346
57451562.5,-1.4073318,-46.941895
57481250,-1.4045954,-46.970032
57510937.5,-1.4109002,-46.855034
57540625,-1.3994069,-47.01178
57570312.5,-1.4235932,-46.878895
57600000,-1.401729,-47.149181
57629687.5,-1.4275068,-47.170097
57659375,-1.4037577,-47.11763
57689062.5,-1.4199698,-47.126713
57718750,-1.4161119,-47.262169
57748437.5,-1.4131203,-47.226051
57778125,-1.3907056,-47.248138
57807812.5,-1.4319464,-47.334476
57837500,-1.4333804,-47.372166
57867187.5,-1.4171743,-47.295666
57896875,-1.4198775,-47.429325
57926562.5,-1.4094458,-47.375328
57956250,-1.4287679,-47.451077
57985937.5,-1.4121394,-47.57362
58015625,-1.4203118,-47.773293
58045312.5,-1.4217759,-47.529125
58075000,-1.4165241,-47.520664
58104687.5,-1.4104625,-47.474609
58134375,-1.4331634,-47.589554
58164062.5,-1.4169886,-47.634014
58193750,-1.4343114,-47.769485
58223437.5,-1.4275792,-47.782326
58253125,-1.4499518,-47.699409
58282812.5,-1.4422892,-47.952763
58312500,-1.4443203,-47.840034
58342187.5,-1.4495678,-47.73497
58371875,-1.4677197,-47.920044
58401562.5,-1.4376069,-47.917255
58431250,-1.4498438,-47.995266
58460937.5,-1.4547539,-48.043728
58490625,-1.4601557,-48.067432
58520312.5,-1.4638689,-48.178993
58550000,-1.4665282,-48.00322
58579687.5,-1.4599751,-48.215454
58609375,-1.4906232,-48.109573
58639062.5,-1.4704891,-48.270226
58668750,-1.4734707,-48.35017
58698437.5,-1.4696336,-48.154263
58728125,-1.4761566,-48.246208
58757812.5,-1.4618785,-48.25729
58787500,-1.4929031,-48.348446
58817187.5,-1.4920758,-48.396458
58846875,-1.4789308,-48.192715
58876562.5,-1.473248,-48.360603
58906250,-1.4841635,-48.412434
58935937.5,-1.4992167,-48.397049
58965625,-1.5233037,-48.394608
58995312.5,-1.5077482,-48.537014
59025000,-1.5161095,-48.524624
59054687.5,-1.4924811,-48.499454
59084375,-1.5069568,-48.588089
59114062.5,-1.4866228,-48.683247
59143750,-1.51113,-48.573746
59173437.5,-1.5266017,-48.583412
59203125,-1.5316849,-48.746132
59232812.5,-1.5170974,-48.653614
59262500,-1.521865,-48.514328
59292187.5,-1.519572,-48.691067
59321875,-1.5181919,-48.837284
59351562.5,-1.5377948,-48.695847
59381250,-1.5235981,-48.708401
59410937.5,-1.5181532,-48.758892
59440625,-1.5589756,-48.836224
59470312.5,-1.5479475,-48.781986
59500000,-1.5340831,-48.596722
59529687.5,-1.5491643,-48.75172
59559375,-1.5352055,-48.786652
59589062.5,-1.5416303,-48.775177
59618750,-1.5750661,-48.668362
59648437.5,-1.5474063,-48.755535
59678125,-1.5688007,-48.743923
59707812.5,-1.5943629,-48.882263
59737500,-1.5772657,-48.951035
59767187.5,-1.578684,-48.926197
59796875,-1.5914309,-48.930069
59826562.5,-1.5879817,-48.965805
59856250,-1.6001636,-48.979191
59885937.5,-1.5775089,-49.034874
59915625,-1.5614836,-49.029419
59945312.5,-1.5814558,-48.96751
59975000,-1.5973802,-49.081711
60004687.5,-1.5935148,-49.056145
60034375,-1.6024179,-49.017975
60064062.5,-1.5885208,-49.079853
60093750,-1.5886725,-49.031212
60123437.5,-1.604537,-49.276516
60153125,-1.591347,-48.968369
60182812.5,-1.6364564,-49.112553
60212500,-1.62404,-49.067421
60242187.5,-1.6225809,-49.033794
60271875,-1.6351856,-49.058956
60301562.5,-1.622268,-49.14798
60331250,-1.640895,-49.150845
60360937.5,-1.6452514,-49.034878
60390625,-1.6048374,-49.148705
60420312.5,-1.6334238,-49.112148
60450000,-1.6148318,-49.068176
60479687.5,-1.6339954,-48.941711
60509375,-1.6297296,-49.030422
60539062.5,-1.6598825,-49.181034
60568750,-1.6385683,-49.00621
60598437.5,-1.6494836,-49.058846
60628125,-1.6500492,-49.266392
60657812.5,-1.6261458,-49.038597
60687500,-1.6667442,-49.02076
60717187.5,-1.665641,-48.78669
60746875,-1.6538846,-49.024845
60776562.5,-1.6530917,-49.189217
60806250,-1.6496177,-48.973618
60835937.5,-1.6223292,-48.971748
60865625,-1.6780952,-49.060749
60895312.5,-1.6800996,-48.88353
60925000,-1.6736656,-49.065281
60954687.5,-1.6764083,-49.111893
60984375,-1.6635747,-48.961803
61014062.5,-1.6341611,-49.081482
61043750,-1.6591783,-49.005516
61073437.5,-1.6535943,-48.856655
61103125,-1.6612355,-48.953091
61132812.5,-1.6695055,-49.080441
61162500,-1.6813145,-48.974525
61192187.5,-1.6570666,-48.959576
61221875,-1.6418916,-48.87286
61251562.5,-1.6496028,-49.006714
61281250,-1.6635689,-48.944374
61310937.5,-1.6544986,-48.820282
61340625,-1.6389034,-48.847275
61370312.5,-1.6646539,-49.066715
61400000,-1.6614932,-48.901211
61429687.5,-1.6712893,-48.847717
61459375,-1.6488612,-48.999115
61489062.5,-1.6335869,-48.948383
61518750,-1.6384372,-48.914967
61548437.5,-1.659731,-48.975475
61578125,-1.6242707,-48.762875
61607812.5,-1.6501694,-48.918484
61637500,-1.6219769,-48.89497
61667187.5,-1.630177,-48.82951
61696875,-1.6125027,-48.858883
61726562.5,-1.6266813,-48.962837
61756250,-1.6421286,-48.999023
61785937.5,-1.6350935,-48.880035
61815625,-1.6345253,-48.961407
61845312.5,-1.6144567,-49.083553
61875000,-1.6327124,-49.047142
61904687.5,-1.6005137,-48.808792
61934375,-1.6126732,-49.048931
61964062.5,-1.648302,-48.947342
61993750,-1.6296847,-49.008747
62023437.5,-1.6232203,-48.949726
62053125,-1.601701,-48.989838
62082812.5,-1.5985322,-48.919132
62112500,-1.6154659,-49.017033
62142187.5,-1.5830933,-49.045765
62171875,-1.6357545,-49.050465
62201562.5,-1.6160367,-48.813183
62231250,-1.6022544,-49.133865
62260937.5,-1.6258868,-49.061161
62290625,-1.6042126,-49.052059
62320312.5,-1.5988414,-49.057198
62350000,-1.5860922,-49.060085
62379687.5,-1.5976672,-49.077278
62409375,-1.5958329,-49.000172
62439062.5,-1.6114929,-49.031075
62468750,-1.5918751,-49.193981
62498437.5,-1.609568,-49.071968
62528125,-1.6017283,-49.052456
62557812.5,-1.5757595,-48.9972
62587500,-1.6044418,-49.164577
62617187.5,-1.5556159,-48.996544
62646875,-1.5817633,-49.20549
62676562.5,-1.5804176,-49.196705
62706250,-1.5751791,-48.972469
62735937.5,-1.580355,-48.893539
62765625,-1.5866332,-49.098183
62795312.5,-1.5650227,-49.084377
62825000,-1.5645118,-49.122028
62854687.5,-1.5776422,-49.130753
62884375,-1.5706964,-49.127705
62914062.5,-1.5399622,-49.138672
62943750,-1.5543596,-49.072414
62973437.5,-1.547788,-49.071175
63003125,-1.5573831,-49.121662
63032812.5,-1.5542486,-49.188129
63062500,-1.5506364,-49.273361
63092187.5,-1.5436884,-49.114422
63121875,-1.5313717,-49.201962
63151562.5,-1.5414509,-49.309925
63181250,-1.5340445,-49.092499
63210937.5,-1.5267566,-49.075974
63240625,-1.5244473,-49.125668
63270312.5,-1.5363222,-49.356331
63300000,-1.5222278,-49.321575
63329687.5,-1.5098263,-49.136124
63359375,-1.5071737,-49.156666
63389062.5,-1.5267438,-49.270855
63418750,-1.5133561,-49.257156
63448437.5,-1.5171301,-49.205551
63478125,-1.4914964,-49.250702
63507812.5,-1.4895445,-49.306297
63537500,-1.5008614,-49.241653
63567187.5,-1.4881434,-49.453606
63596875,-1.5011436,-49.285797
63626562.5,-1.4974966,-49.329773
63656250,-1.4860265,-49.416367
63685937.5,-1.5030414,-49.379784
63715625,-1.4935884,-49.433872
63745312.5,-1.4874954,-49.372932
63775000,-1.4705803,-49.504967
63804687.5,-1.4757479,-49.496037
63834375,-1.4692228,-49.518215
63864062.5,-1.459787,-49.434837
63893750,-1.4658164,-49.557137
63923437.5,-1.4400816,-49.545479
63953125,-1.4178725,-49.609451
63982812.5,-1.4427024,-49.494125
64012500,-1.4537629,-49.545658
64042187.5,-1.4341804,-49.737514
64071875,-1.4249017,-49.534027
64101562.5,-1.440297,-49.416477
64131250,-1.4457818,-49.581425
64160937.5,-1.3972002,-49.607651
64190625,-1.4215291,-49.756931
64220312.5,-1.4050295,-49.563869
64250000,-1.3957828,-49.949528
64279687.5,-1.4154389,-49.829544
64309375,-1.3913347,-49.919582
64339062.5,-1.380105,-49.793369
64368750,-1.399152,-49.940926
64398437.5,-1.3807641,-49.849831
64428125,-1.3917143,-49.848686
64457812.5,-1.4053904,-49.930943
64487500,-1.379141,-49.847492
64517187.5,-1.367113,-49.931824
64546875,-1.3706304,-49.926426
64576562.5,-1.3732421,-50.051472
64606250,-1.3605608,-50.173985
64635937.5,-1.3606629,-50.117878
64665625,-1.3624194,-50.062084
64695312.5,-1.3762116,-50.148033
64725000,-1.3520422,-50.140667
64754687.5,-1.3449918,-50.038082
64784375,-1.3304514,-50.276703
64814062.5,-1.3228906,-50.189056
64843750,-1.3516908,-50.145554
64873437.5,-1.3391896,-50.281582
64903125,-1.339954,-50.247341
64932812.5,-1.3536355,-50.340023
64962500,-1.3269889,-50.500931
64992187.5,-1.3282999,-50.503769
65021875,-1.3240931,-50.488022
65051562.5,-1.3170804,-50.378952
65081250,-1.3045262,-50.516739
65110937.5,-1.3276007,-50.681118
65140625,-1.3286793,-50.731266
65170312.5,-1.3044839,-50.616459
65200000,-1.3085454,-50.608906
65229687.5,-1.2726431,-50.802288
65259375,-1.2938404,-50.732998
65289062.5,-1.2956092,-50.931606
65318750,-1.2793583,-50.771626
65348437.5,-1.3127068,-50.996925
65378125,-1.2748724,-51.050316
65407812.5,-1.2787123,-51.06448
65437500,-1.2974906,-51.011066
65467187.5,-1.2900172,-50.967529
65496875,-1.2791756,-51.113541
65526562.5,-1.2865878,-51.154476
65556250,-1.2647012,-51.116901
65585937.5,-1.2595193,-51.03833
65615625,-1.2707556,-51.240604
65645312.5,-1.2574072,-51.237949
65675000,-1.2688284,-51.407761
65704687.5,-1.2378322,-51.348629
65734375,-1.2861313,-51.454044
65764062.5,-1.2482157,-51.38195
65793750,-1.2833811,-51.489998
65823437.5,-1.2572104,-51.59219
65853125,-1.2296536,-51.523304
65882812.5,-1.2532766,-51.516994
65912500,-1.2314496,-51.636456
65942187.5,-1.226634,-51.657032
65971875,-1.2340971,-51.801563
66001562.5,-1.242541,-51.738533
66031250,-1.2317312,-51.774776
66060937.5,-1.2445073,-51.806713
66090625,-1.2298596,-51.806026
66120312.5,-1.2268043,-51.978329
66150000,-1.2288542,-51.86216
66179687.5,-1.2121443,-51.968266
66209375,-1.2092171,-52.112946
66239062.5,-1.2203269,-52.137104
66268750,-1.2295996,-52.105518
66298437.5,-1.2305771,-52.06189
66328125,-1.1966408,-52.242935
66357812.5,-1.2332609,-52.235107
66387500,-1.2248966,-52.412018
66417187.5,-1.2012486,-52.240379
66446875,-1.2256403,-52.336327
66476562.5,-1.219177,-52.61676
66506250,-1.2014443,-52.607841
66535937.5,-1.2155298,-52.499531
66565625,-1.2247347,-52.525879
66595312.5,-1.2272254,-52.606773
66625000,-1.203788,-52.484058
66654687.5,-1.190804,-52.764439
66684375,-1.2229826,-52.717789
66714062.5,-1.2074775,-52.784588
66743750,-1.2120389,-52.891453
66773437.5,-1.1751494,-53.039989
66803125,-1.1906676,-53.001892
66832812.5,-1.1941775,-53.027599
66862500,-1.2158641,-53.051502
66892187.5,-1.1879766,-52.932171
66921875,-1.1740229,-53.238834
66951562.5,-1.1740623,-53.121689
66981250,-1.17668,-53.22974
67010937.5,-1.1931578,-53.244339
67040625,-1.1932061,-53.3466
67070312.5,-1.1778234,-53.403568
67100000,-1.1959388,-53.186646
67129687.5,-1.1778783,-53.322655
67159375,-1.197901,-53.814953
67189062.5,-1.1907252,-53.493229
67218750,-1.2047133,-53.751186
67248437.5,-1.1994963,-53.555805
67278125,-1.1948415,-53.633823
67307812.5,-1.1688372,-53.837498
67337500,-1.207155,-53.837029
67367187.5,-1.1846619,-53.75806
67396875,-1.1717656,-54.066814
67426562.5,-1.16739,-54.113289
67456250,-1.1655196,-53.995445
67485937.5,-1.1843867,-54.001755
67515625,-1.2035663,-54.060013
67545312.5,-1.1876843,-54.192135
67575000,-1.1674743,-54.27293
67604687.5,-1.1788254,-54.411358
67634375,-1.1880951,-54.360214
67664062.5,-1.1987848,-54.249783
67693750,-1.1902095,-54.37915
67723437.5,-1.1741774,-54.480015
67753125,-1.1804851,-54.566284
67782812.5,-1.1828507,-54.456524
67812500,-1.1782513,-54.541122
67842187.5,-1.1831876,-54.523453
67871875,-1.2019241,-54.73172
67901562.5,-1.1773957,-54.871796
67931250,-1.1684245,-54.812656
67960937.5,-1.1770271,-54.873302
67990625,-1.1815636,-54.940815
68020312.5,-1.2058742,-54.946026
68050000,-1.1813084,-55.119823
68079687.5,-1.1988223,-54.890083
68109375,-1.1817092,-55.002819
68139062.5,-1.1869167,-54.882683
68168750,-1.1702062,-55.255577
68198437.5,-1.1850182,-55.193901
68228125,-1.1690857,-55.163685
68257812.5,-1.2093837,-55.182816
68287500,-1.1822218,-55.343067
68317187.5,-1.196757,-55.429516
68346875,-1.2116618,-55.509243
68376562.5,-1.1929076,-55.352379
68406250,-1.2077529,-55.465332
68435937.5,-1.1923672,-55.666782
68465625,-1.2054173,-55.580288
68495312.5,-1.1914181,-55.549591
68525000,-1.2182649,-55.695591
68554687.5,-1.1958238,-55.743382
68584375,-1.2024584,-55.773289
68614062.5,-1.2290419,-55.912647
68643750,-1.2103739,-55.844933
68673437.5,-1.2203394,-55.92458
68703125,-1.1973596,-55.990192
68732812.5,-1.2062812,-56.105286
68762500,-1.2045838,-56.208115
68792187.5,-1.2287093,-56.174343
68821875,-1.2090034,-56.280922
68851562.5,-1.2016633,-56.137455
68881250,-1.2474873,-56.232212
68910937.5,-1.2114593,-56.275379
68940625,-1.2142088,-56.352428
68970312.5,-1.2390169,-56.327106
69000000,-1.2380785,-56.326424
69029687.5,-1.234832,-56.450401
69059375,-1.2294059,-56.640228
69089062.5,-1.2546698,-56.659992
69118750,-1.2533672,-56.713936
69148437.5,-1.2259806,-56.731953
69178125,-1.2558559,-56.757378
69207812.5,-1.2523052,-56.789513
69237500,-1.2605761,-56.782425
69267187.5,-1.2350551,-56.957294
69296875,-1.2424823,-56.935211
69326562.5,-1.2485445,-57.002941
69356250,-1.2540483,-56.91058
69385937.5,-1.2465819,-56.94278
69415625,-1.2527372,-56.957329
69445312.5,-1.2548319,-57.056896
69475000,-1.2499844,-57.043362
69504687.5,-1.242447,-57.219193
69534375,-1.2636976,-57.086079
69564062.5,-1.2611575,-57.349033
69593750,-1.2900765,-57.236332
69623437.5,-1.2744417,-57.268673
69653125,-1.2741174,-57.278667
69682812.5,-1.2893643,-57.440922
69712500,-1.2793232,-57.582729
69742187.5,-1.2875808,-57.488472
69771875,-1.303411,-57.459782
69801562.5,-1.2784966,-57.568722
69831250,-1.2898746,-57.489677
69860937.5,-1.285008,-57.682259
69890625,-1.2885948,-57.607914
69920312.5,-1.287478,-57.736572
69950000,-1.3075328,-57.740795
69979687.5,-1.2996699,-58.055412
70009375,-1.2977617,-57.773968
70039062.5,-1.2936122,-57.834164
70068750,-1.2997961,-57.954277
70098437.5,-1.3343951,-57.88821
70128125,-1.3060294,-58.054005
70157812.5,-1.3239604,-58.113552
70187500,-1.3025796,-57.988308
70217187.5,-1.3224229,-58.218594
70246875,-1.3066946,-58.084599
70276562.5,-1.3144642,-58.179142
70306250,-1.3158305,-58.061493
70335937.5,-1.3224703,-58.106258
70365625,-1.340685,-58.176876
70395312.5,-1.3395326,-58.208725
70425000,-1.3320646,-58.536045
70454687.5,-1.3210497,-58.44574
70484375,-1.3398132,-58.188614
70514062.5,-1.32796,-58.458817
70543750,-1.3487222,-58.452847
70573437.5,-1.3541697,-58.403
70603125,-1.3413119,-58.455151
70632812.5,-1.3381636,-58.571522
70662500,-1.3380301,-58.568436
70692187.5,-1.3392642,-58.582485
70721875,-1.3729312,-58.668568
70751562.5,-1.3733712,-58.713455
70781250,-1.3733141,-58.396904
70810937.5,-1.3605938,-58.78072
70840625,-1.3419102,-58.669106
70870312.5,-1.3597159,-58.608467
70900000,-1.3478234,-58.869545
70929687.5,-1.369133,-58.762447
70959375,-1.3576883,-58.912991
70989062.5,-1.3640597,-58.636589
71018750,-1.3771594,-58.846478
71048437.5,-1.3842719,-58.959518
71078125,-1.3739344,-58.77433
71107812.5,-1.391784,-58.914207
71137500,-1.3976532,-58.946754
71167187.5,-1.3778361,-59.042149
71196875,-1.3814369,-58.899158
71226562.5,-1.3782376,-58.910088
71256250,-1.397297,-59.066807
71285937.5,-1.3865013,-59.140934
71315625,-1.3945673,-59.074486
71345312.5,-1.3866434,-59.151161
71375000,-1.388712,-59.007488
71404687.5,-1.4050814,-59.291328
71434375,-1.4109298,-59.05463
71464062.5,-1.4010383,-59.254841
71493750,-1.4115187,-59.167854
71523437.5,-1.4334931,-59.237194
71553125,-1.4225738,-59.402519
71582812.5,-1.4030551,-59.314491
71612500,-1.413316,-59.294315
71642187.5,-1.3990899,-59.253338
71671875,-1.4123584,-59.516228
71701562.5,-1.4206672,-59.417709
71731250,-1.4314657,-59.310181
71760937.5,-1.4153423,-59.397942
71790625,-1.4077938,-59.357601
71820312.5,-1.4029839,-59.473789
71850000,-1.4124213,-59.364727
71879687.5,-1.4036704,-59.284771
71909375,-1.4296888,-59.339298
71939062.5,-1.4234054,-59.561909
71968750,-1.4202992,-59.593647
71998437.5,-1.3995469,-59.620312
72028125,-1.4216859,-59.547108
72057812.5,-1.4481471,-59.599957
72087500,-1.4366822,-59.643234
72117187.5,-1.4143738,-59.718906
72146875,-1.42327,-59.547894
72176562.5,-1.432376,-59.709412
72206250,-1.4362053,-59.73077
72235937.5,-1.4406235,-59.829399
72265625,-1.4255282,-59.719746
72295312.5,-1.4363556,-59.765522
72325000,-1.4389116,-59.88615
72354687.5,-1.4261193,-59.751335
72384375,-1.4291707,-59.850639
72414062.5,-1.4345526,-59.903233
72443750,-1.4331965,-59.910275
72473437.5,-1.4325087,-59.810951
72503125,-1.421405,-59.937984
72532812.5,-1.4438623,-59.919113
72562500,-1.4180307,-59.851124
72592187.5,-1.4179966,-59.662483
72621875,-1.4374069,-59.980736
72651562.5,-1.4280356,-59.793663
72681250,-1.4076757,-59.877659
72710937.5,-1.409583,-59.897209
72740625,-1.4118483,-59.967525
72770312.5,-1.4308069,-60.228363
