!CSV A.01.01
!Agilent Technologies,N5230C,MY49001079,A.09.31.02
!Agilent N5230C: A.09.31.02
!Date: Friday, November 15, 2019 16:13:41
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11(DB),S11(DEG)
61726562.5,-1.6145855,-49.008385
61756250,-1.6077973,-48.902306
61785937.5,-1.6147816,-48.9328
61815625,-1.6410252,-48.895203
61845312.5,-1.6160299,-49.059502
61875000,-1.6211237,-49.040016
61904687.5,-1.6126982,-48.859467
61934375,-1.6066895,-48.952118
61964062.5,-1.6337266,-49.033905
61993750,-1.6215609,-49.028992
62023437.5,-1.6214017,-48.883888
62053125,-1.6113117,-49.077415
62082812.5,-1.6128428,-49.021862
62112500,-1.6159935,-48.842926
62142187.5,-1.5823094,-49.061554
62171875,-1.6103493,-48.978741
62201562.5,-1.6259128,-48.944077
62231250,-1.604781,-49.091717
62260937.5,-1.6101542,-49.105488
62290625,-1.6172913,-48.995941
62320312.5,-1.6139356,-49.015972
62350000,-1.5834417,-49.047482
62379687.5,-1.6071382,-49.009815
62409375,-1.5976143,-49.009811
62439062.5,-1.6077704,-48.944759
62468750,-1.5875678,-49.007236
62498437.5,-1.6130404,-49.062489
62528125,-1.5920643,-49.148159
62557812.5,-1.5810583,-48.957924
62587500,-1.5995841,-49.210659
62617187.5,-1.5630887,-49.048759
62646875,-1.5989228,-49.213207
62676562.5,-1.5731903,-49.21666
62706250,-1.580241,-49.058361
62735937.5,-1.5744307,-48.817139
62765625,-1.5863694,-48.973927
62795312.5,-1.5873132,-49.092045
62825000,-1.5508456,-48.996845
62854687.5,-1.5747819,-49.176464
62884375,-1.5714889,-49.073444
62914062.5,-1.5438377,-49.135296
62943750,-1.5534945,-49.067291
62973437.5,-1.5682104,-49.104149
63003125,-1.5436492,-49.141731
63032812.5,-1.5659274,-49.253235
63062500,-1.5424155,-49.175575
63092187.5,-1.5462841,-49.04427
63121875,-1.5402912,-49.154835
63151562.5,-1.5410426,-49.195099
63181250,-1.5211025,-49.218342
63210937.5,-1.5158745,-49.203739
63240625,-1.5318682,-49.095371
63270312.5,-1.5393862,-49.29752
63300000,-1.5155896,-49.278103
63329687.5,-1.5104266,-49.107197
63359375,-1.5194548,-49.20993
63389062.5,-1.5255491,-49.274143
63418750,-1.5153679,-49.171066
63448437.5,-1.5340207,-49.200542
63478125,-1.4974424,-49.349049
63507812.5,-1.5055325,-49.323925
63537500,-1.4957594,-49.241791
63567187.5,-1.5011175,-49.37376
63596875,-1.5018055,-49.205143
63626562.5,-1.487573,-49.359985
63656250,-1.4653624,-49.432575
63685937.5,-1.4900787,-49.367867
63715625,-1.4879539,-49.470444
63745312.5,-1.4850409,-49.390369
63775000,-1.4672077,-49.51582
63804687.5,-1.4833019,-49.536842
63834375,-1.4733161,-49.558613
63864062.5,-1.4613562,-49.389599
63893750,-1.4668944,-49.673702
63923437.5,-1.4573174,-49.517872
63953125,-1.4411241,-49.641731
63982812.5,-1.4592459,-49.423321
64012500,-1.4358619,-49.561375
64042187.5,-1.4333285,-49.64637
64071875,-1.4324211,-49.528614
64101562.5,-1.4377664,-49.537804
64131250,-1.4353687,-49.521828
64160937.5,-1.4126575,-49.608448
64190625,-1.4146081,-49.698593
64220312.5,-1.420753,-49.674305
64250000,-1.3814509,-49.930618
64279687.5,-1.419471,-49.746597
64309375,-1.3956568,-49.77475
64339062.5,-1.397257,-49.824451
64368750,-1.3933532,-49.974182
64398437.5,-1.3761621,-49.765671
64428125,-1.406801,-49.813026
64457812.5,-1.3981702,-49.824402
64487500,-1.3801174,-50.000923
64517187.5,-1.370603,-49.841125
64546875,-1.3648101,-49.915039
64576562.5,-1.3641046,-50.14283
64606250,-1.3695642,-50.084827
64635937.5,-1.3522785,-50.112656
64665625,-1.3500181,-50.120487
64695312.5,-1.3741949,-50.060303
64725000,-1.3460898,-50.097073
64754687.5,-1.3558801,-50.133423
64784375,-1.3183478,-50.260269
64814062.5,-1.3267999,-50.187248
64843750,-1.333951,-50.323296
64873437.5,-1.3241644,-50.318447
64903125,-1.351514,-50.311703
64932812.5,-1.3517877,-50.299614
64962500,-1.3241645,-50.480705
64992187.5,-1.3257422,-50.420643
65021875,-1.3304873,-50.440598
65051562.5,-1.3256539,-50.234787
65081250,-1.3110727,-50.536114
65110937.5,-1.3234379,-50.684864
65140625,-1.3178264,-50.740532
65170312.5,-1.2869143,-50.648502
65200000,-1.3251528,-50.600296
65229687.5,-1.2859449,-50.73278
65259375,-1.2900344,-50.671474
65289062.5,-1.2950367,-50.81353
65318750,-1.2978386,-50.665272
65348437.5,-1.30729,-51.029312
65378125,-1.2814913,-50.995144
65407812.5,-1.2771811,-51.034489
65437500,-1.2752001,-50.967564
65467187.5,-1.2746346,-50.965996
65496875,-1.2707466,-51.064537
65526562.5,-1.303405,-51.211521
65556250,-1.2771807,-51.145184
65585937.5,-1.2671108,-51.11515
65615625,-1.2651986,-51.091587
65645312.5,-1.2430303,-51.255085
65675000,-1.2664341,-51.3312
65704687.5,-1.2539812,-51.342022
65734375,-1.2796727,-51.472847
65764062.5,-1.2478178,-51.323589
65793750,-1.2774024,-51.424522
65823437.5,-1.2306137,-51.631844
65853125,-1.2385536,-51.57954
65882812.5,-1.2479734,-51.467743
65912500,-1.2511191,-51.647438
65942187.5,-1.2314973,-51.782848
65971875,-1.2451607,-51.748177
66001562.5,-1.2440451,-51.692364
66031250,-1.2386137,-51.730091
66060937.5,-1.2522715,-51.789417
66090625,-1.2344736,-51.827652
66120312.5,-1.2240727,-51.939262
66150000,-1.2236688,-51.870537
66179687.5,-1.2131275,-52.07188
66209375,-1.197808,-52.095867
66239062.5,-1.2135633,-52.106483
66268750,-1.2368295,-52.180988
66298437.5,-1.2078165,-52.211376
66328125,-1.2198824,-52.089413
66357812.5,-1.2206355,-52.262836
66387500,-1.2215019,-52.296207
66417187.5,-1.2022662,-52.297451
66446875,-1.2385297,-52.307014
66476562.5,-1.2108972,-52.509216
66506250,-1.205115,-52.556522
66535937.5,-1.2212369,-52.56736
66565625,-1.2076058,-52.585052
66595312.5,-1.2164176,-52.517853
66625000,-1.2120091,-52.557137
66654687.5,-1.2050174,-52.868698
66684375,-1.2175213,-52.843449
66714062.5,-1.1960908,-52.865692
66743750,-1.21619,-52.730934
66773437.5,-1.1932271,-53.133862
66803125,-1.1894602,-52.995148
66832812.5,-1.2172736,-53.158775
66862500,-1.1900564,-53.136051
66892187.5,-1.1820627,-53.027431
66921875,-1.2021831,-53.231197
66951562.5,-1.1835032,-53.051689
66981250,-1.1880094,-53.168839
67010937.5,-1.2057337,-53.295586
67040625,-1.1887621,-53.249474
67070312.5,-1.1781994,-53.427299
67100000,-1.1981375,-53.193909
67129687.5,-1.1701463,-53.391819
67159375,-1.1970285,-53.730427
67189062.5,-1.1687543,-53.469166
67218750,-1.2167504,-53.863159
67248437.5,-1.2106556,-53.509167
67278125,-1.1887894,-53.680077
67307812.5,-1.1764586,-53.842899
67337500,-1.191663,-53.902557
67367187.5,-1.1839559,-53.787834
67396875,-1.1920407,-54.070522
67426562.5,-1.1725613,-54.052605
67456250,-1.1550133,-53.994545
67485937.5,-1.1775464,-54.0522
67515625,-1.212564,-54.121395
67545312.5,-1.2026818,-54.137836
67575000,-1.1514688,-54.326157
67604687.5,-1.1905428,-54.423553
67634375,-1.2016933,-54.367607
67664062.5,-1.2002515,-54.292221
67693750,-1.1939526,-54.41766
67723437.5,-1.1693565,-54.455864
67753125,-1.1797907,-54.610718
67782812.5,-1.1775928,-54.428146
67812500,-1.1893146,-54.552414
67842187.5,-1.1824968,-54.578026
67871875,-1.1927562,-54.740391
67901562.5,-1.1870077,-54.77121
67931250,-1.180089,-54.78397
67960937.5,-1.1948469,-54.811058
67990625,-1.1862793,-54.883949
68020312.5,-1.2039001,-54.984344
68050000,-1.177471,-55.038227
68079687.5,-1.1936085,-55.070061
68109375,-1.1830161,-55.082275
68139062.5,-1.1944691,-54.910439
68168750,-1.1787441,-55.138069
68198437.5,-1.1867021,-55.116631
68228125,-1.1640882,-55.152149
68257812.5,-1.2041745,-55.235104
68287500,-1.1781961,-55.342926
68317187.5,-1.184031,-55.44101
68346875,-1.2018907,-55.481529
68376562.5,-1.1959956,-55.407246
68406250,-1.2071544,-55.427689
68435937.5,-1.2013876,-55.618992
68465625,-1.2038049,-55.568439
68495312.5,-1.1826228,-55.552368
68525000,-1.2034662,-55.650425
68554687.5,-1.1936202,-55.803898
68584375,-1.2045285,-55.719654
68614062.5,-1.2335285,-55.88633
68643750,-1.2084019,-55.825546
68673437.5,-1.2235906,-55.897766
68703125,-1.2044181,-56.048046
68732812.5,-1.2027328,-56.042892
68762500,-1.2087724,-56.219166
68792187.5,-1.2079839,-56.202892
68821875,-1.2299639,-56.361542
68851562.5,-1.2009158,-56.21069
68881250,-1.2448967,-56.297871
68910937.5,-1.2197527,-56.223301
68940625,-1.2066739,-56.373886
68970312.5,-1.2227575,-56.363132
69000000,-1.246296,-56.449375
69029687.5,-1.2363185,-56.514397
69059375,-1.237999,-56.574818
69089062.5,-1.2528436,-56.671982
69118750,-1.25542,-56.682476
69148437.5,-1.2214257,-56.812439
69178125,-1.2323943,-56.74147
69207812.5,-1.2470804,-56.834572
69237500,-1.2430687,-56.703434
69267187.5,-1.2356008,-56.918491
69296875,-1.2447176,-56.874031
69326562.5,-1.2411226,-56.984283
69356250,-1.2626399,-56.886845
69385937.5,-1.2538873,-56.927467
69415625,-1.2719821,-57.044144
69445312.5,-1.2551833,-57.048283
69475000,-1.2561994,-57.027233
69504687.5,-1.2339132,-57.218208
69534375,-1.266408,-57.160793
69564062.5,-1.259789,-57.267532
69593750,-1.2904719,-57.375298
69623437.5,-1.2747321,-57.233456
69653125,-1.265471,-57.365093
69682812.5,-1.2994801,-57.428211
69712500,-1.2735488,-57.475899
69742187.5,-1.2944299,-57.467587
69771875,-1.2945168,-57.419788
69801562.5,-1.2741776,-57.560944
69831250,-1.29598,-57.563339
69860937.5,-1.2877795,-57.674721
69890625,-1.3079733,-57.686794
69920312.5,-1.2800754,-57.670204
69950000,-1.3114079,-57.753033
69979687.5,-1.2979884,-58.046181
70009375,-1.3015934,-57.803291
70039062.5,-1.2968615,-57.931488
70068750,-1.3073065,-57.956169
70098437.5,-1.3350732,-57.978798
70128125,-1.3133247,-57.931248
70157812.5,-1.3270106,-58.022621
70187500,-1.2982183,-58.140251
70217187.5,-1.3313189,-58.133701
70246875,-1.2976726,-58.2514
70276562.5,-1.320824,-58.153774
70306250,-1.3103724,-58.215984
70335937.5,-1.346875,-58.134918
70365625,-1.3356496,-58.080185
70395312.5,-1.3547879,-58.185345
70425000,-1.344278,-58.367729
70454687.5,-1.316906,-58.410202
70484375,-1.3160032,-58.250626
70514062.5,-1.3243288,-58.410591
70543750,-1.3651699,-58.446434
70573437.5,-1.3347143,-58.399006
70603125,-1.340853,-58.477497
70632812.5,-1.3432909,-58.467064
70662500,-1.3467883,-58.528282
70692187.5,-1.3393805,-58.697525
70721875,-1.3529069,-58.660938
70751562.5,-1.358834,-58.59586
70781250,-1.3707033,-58.531422
70810937.5,-1.3503665,-58.686932
70840625,-1.3432612,-58.646854
70870312.5,-1.357461,-58.652618
70900000,-1.3479805,-58.803246
70929687.5,-1.3864202,-58.807224
70959375,-1.3729405,-59.019207
70989062.5,-1.378388,-58.560997
71018750,-1.3610231,-58.81918
71048437.5,-1.3785681,-58.858536
71078125,-1.3799294,-58.674541
71107812.5,-1.3830962,-58.89716
71137500,-1.3879346,-58.978432
71167187.5,-1.3734341,-59.03672
71196875,-1.3826545,-58.908844
71226562.5,-1.3779805,-58.890732
71256250,-1.3798543,-59.066044
71285937.5,-1.3903744,-59.172417
71315625,-1.3771908,-59.198418
71345312.5,-1.3954002,-59.085506
71375000,-1.4032416,-59.064205
71404687.5,-1.4155862,-59.290661
71434375,-1.4148664,-59.151691
71464062.5,-1.4069488,-59.206848
71493750,-1.423104,-59.270382
71523437.5,-1.4360739,-59.244823
71553125,-1.4086665,-59.42458
71582812.5,-1.4010334,-59.294212
71612500,-1.4194852,-59.387012
71642187.5,-1.3933979,-59.290504
71671875,-1.402437,-59.480457
71701562.5,-1.4117286,-59.269581
71731250,-1.4243302,-59.411972
71760937.5,-1.4185877,-59.351059
71790625,-1.4159484,-59.356079
71820312.5,-1.4061637,-59.604359
71850000,-1.4204984,-59.513153
71879687.5,-1.3921235,-59.313656
71909375,-1.4499818,-59.254917
71939062.5,-1.4288393,-59.552864
71968750,-1.4255805,-59.562958
71998437.5,-1.4014684,-59.542442
72028125,-1.4251159,-59.546799
72057812.5,-1.4470273,-59.56382
72087500,-1.4553429,-59.503139
72117187.5,-1.4253023,-59.481941
72146875,-1.4279463,-59.667412
72176562.5,-1.424203,-59.830414
72206250,-1.4307742,-59.830532
72235937.5,-1.4309834,-59.786381
72265625,-1.4244539,-59.653652
72295312.5,-1.4298598,-59.860893
72325000,-1.4283537,-59.793915
72354687.5,-1.4317029,-59.70771
72384375,-1.4228808,-59.874039
72414062.5,-1.4402664,-59.837948
72443750,-1.4064549,-59.820641
72473437.5,-1.4662229,-59.942692
72503125,-1.4262878,-59.981213
72532812.5,-1.4368975,-59.913937
72562500,-1.4446837,-60.035233
72592187.5,-1.4128257,-59.775501
72621875,-1.4334496,-59.947186
72651562.5,-1.4152284,-59.871513
72681250,-1.4111694,-59.836876
72710937.5,-1.4229277,-59.819775
72740625,-1.4079416,-59.941113
72770312.5,-1.4331499,-60.1171
